course_code,section,weekday,start_time,end_time,building,room
ENGL 2,37,Wed,9:00,10:15,ENG,401
ME 182,1,Tue,16:30,17:45,ENG,401
ME 182,1,Thu,16:30,17:45,ENG,401
CE 123,1,Mon,18:00,20:45,ENG,403
CE 144,1,Wed,18:00,20:45,ENG,403
CMPE 180A,1,Thu,18:00,20:45,ENG,403
FS 100W,1,Mon,12:00,13:15,ENG,403
FS 100W,1,Wed,12:00,13:15,ENG,403
GEOG 112,2,Mon,10:30,11:45,ENG,403
GEOG 112,2,Wed,10:30,11:45,ENG,403
PH 172,2,Tue,10:30,11:45,ENG,403
PH 172,2,Thu,10:30,11:45,ENG,403
STAT 95,4,Tue,12:00,13:15,ENG,403
STAT 95,4,Thu,12:00,13:15,ENG,403
CMPE 146,2,Mon,15:00,17:50,ENG,405
CMPE 146,3,Wed,15:00,17:50,ENG,405
CMPE 146,5,Wed,10:30,13:20,ENG,405
CMPE 30,5,Tue,9:00,11:45,ENG,405
CMPE 30,6,Thu,9:00,11:45,ENG,405
CMPE 30,7,Tue,18:00,20:45,ENG,405
AE 20,2,Tue,18:00,20:50,ENG,407
AE 20,3,Thu,18:00,20:45,ENG,407
AE 30,2,Mon,13:30,16:20,ENG,407
AE 30,3,Wed,13:30,16:20,ENG,407
AE 30,4,Mon,16:30,19:15,ENG,407
CE 20,3,Tue,13:30,16:15,ENG,407
ENGR 100W,19,Fri,9:30,11:10,ENG,407
ENGR 100W,20,Fri,11:30,14:30,ENG,407
ISE 167,1,Mon,8:30,10:10,ENG,407
ISE 167,2,Mon,10:20,13:20,ENG,407
CMPE 50,5,Tue,15:00,17:45,ENG,489
CMPE 50,6,Thu,15:00,17:45,ENG,489
TECH 170,11,Wed,9:00,11:45,ENG,490
TECH 179,1,Mon,7:30,8:45,ENG,490
TECH 179,1,Wed,7:30,8:45,ENG,490
TECH 65,11,Mon,10:30,13:15,ENG,490
TECH 65,12,Tue,13:30,16:15,ENG,490
TECH 66,11,Fri,9:00,11:45,ENG,490
TECH 66,12,Tue,9:00,11:45,ENG,490
TECH 66,13,Thu,18:00,20:45,ENG,490
TECH 66,14,Mon,18:00,20:45,ENG,490
TECH 67,11,Wed,13:30,16:15,ENG,490
TECH 67,12,Wed,16:30,19:15,ENG,490
TECH 68,11,Fri,15:00,17:45,ENG,490
CMPE 294,5,Mon,16:30,17:45,ENG,492
CMPE 294,5,Wed,16:30,17:45,ENG,492
CMPE 294,7,Mon,15:00,16:15,ENG,492
CMPE 294,7,Wed,15:00,16:15,ENG,492
ENGR 100W,9,Mon,9:30,10:20,ENG,492
ENGR 100W,9,Wed,9:30,10:20,ENG,492
ENGR 100W,10,Mon,10:20,11:10,ENG,492
ENGR 100W,10,Wed,10:20,11:10,ENG,492
